hpo_id,maxo_label
HP:5000034,serology testing
HP:5000038,serology testing
HP:5000037,serology testing
HP:5000039,serology testing
HP:0030209,serology testing
HP:0030208,serology testing
HP:5000036,serology testing
HP:5000035,serology testing
HP:5000033,serology testing
HP:5000032,serology testing
HP:0033565,serology testing
HP:5000031,serology testing
HP:5000030,serology testing
HP:0033562,serology testing
HP:0033561,serology testing
HP:0033560,serology testing
HP:0033559,serology testing
HP:0033557,serology testing
HP:0025353,serology testing
HP:0033558,serology testing
HP:0033555,serology testing
HP:0033556,serology testing
HP:0033554,serology testing
HP:5000023,serology testing
HP:5000029,serology testing
HP:5000028,serology testing
HP:5000027,serology testing
HP:5000026,serology testing
HP:5000025,serology testing
HP:5000024,serology testing
HP:5000022,serology testing
HP:5000021,serology testing
HP:0033040,serology testing
HP:5000020,serology testing
HP:0030909,serology testing
HP:0030908,serology testing
HP:0003493,serology testing
HP:5000012,serology testing
HP:0025343,serology testing
HP:5000016,serology testing
HP:0033342,serology testing
HP:5000015,serology testing
HP:5000014,serology testing
HP:5000019,serology testing
HP:0033038,serology testing
HP:5000018,serology testing
HP:5000017,serology testing
HP:0033034,serology testing
HP:0025440,serology testing
HP:0033033,serology testing
HP:5000013,serology testing
HP:5000011,serology testing
HP:0033030,serology testing
HP:5000010,serology testing
HP:0034093,serology testing
HP:0034094,serology testing
HP:0034091,serology testing
HP:0034092,serology testing
HP:0034090,serology testing
HP:0034099,serology testing
HP:0034097,serology testing
HP:0034098,serology testing
HP:0034095,serology testing
HP:0034096,serology testing
HP:0002923,serology testing
HP:5000009,serology testing
HP:0033028,serology testing
HP:5000008,serology testing
HP:5000007,serology testing
HP:5000006,serology testing
HP:5000005,serology testing
HP:5000004,serology testing
HP:5000003,serology testing
HP:5000002,serology testing
HP:5000001,serology testing
HP:5000000,serology testing
HP:0033637,serology testing
HP:0025329,serology testing
HP:0034082,serology testing
HP:0034089,serology testing
HP:0034088,serology testing
HP:0034087,serology testing
HP:0034086,serology testing
HP:0034085,serology testing
HP:0034084,serology testing
HP:0034083,serology testing
HP:0034189,serology testing
HP:0034081,serology testing
HP:0034080,serology testing
HP:0025629,serology testing
HP:0033629,serology testing
HP:0003262,serology testing
HP:0002960,serology testing
HP:0032266,serology testing
HP:0032265,serology testing
HP:0012393,allergy and immunology specialist evaluation
HP:0100327,allergy and immunology specialist evaluation
HP:0410329,allergy and immunology specialist evaluation
HP:0007879,allergy and immunology specialist evaluation
HP:0410328,allergy and immunology specialist evaluation
HP:0410327,allergy and immunology specialist evaluation
HP:0410326,allergy and immunology specialist evaluation
HP:0410325,allergy and immunology specialist evaluation
HP:0410324,allergy and immunology specialist evaluation
HP:0410323,allergy and immunology specialist evaluation
HP:0410322,allergy and immunology specialist evaluation
HP:0410321,allergy and immunology specialist evaluation
HP:0410320,allergy and immunology specialist evaluation
HP:0012395,allergy and immunology specialist evaluation
HP:0012394,allergy and immunology specialist evaluation
HP:0410337,allergy and immunology specialist evaluation
HP:0410336,allergy and immunology specialist evaluation
HP:0410339,allergy and immunology specialist evaluation
HP:0410338,allergy and immunology specialist evaluation
HP:0410319,allergy and immunology specialist evaluation
HP:0003193,allergy and immunology specialist evaluation
HP:0410335,allergy and immunology specialist evaluation
HP:0410334,allergy and immunology specialist evaluation
HP:0410333,allergy and immunology specialist evaluation
HP:0410332,allergy and immunology specialist evaluation
HP:0410331,allergy and immunology specialist evaluation
HP:0410330,allergy and immunology specialist evaluation
HP:0500094,allergy and immunology specialist evaluation
HP:0500093,allergy and immunology specialist evaluation
HP:0002963,allergy and immunology specialist evaluation
HP:0002972,allergy and immunology specialist evaluation
HP:0002965,allergy and immunology specialist evaluation
HP:0100326,allergy and immunology specialist evaluation
HP:0032439,allergy and immunology specialist evaluation
HP:0500096,allergy and immunology specialist evaluation
HP:0500095,allergy and immunology specialist evaluation
HP:0008069,dermatology specialist evaluation
HP:0007524,dermatology specialist evaluation
HP:0006769,dermatology specialist evaluation
HP:0009720,dermatology specialist evaluation
HP:0100698,dermatology specialist evaluation
HP:0031525,dermatology specialist evaluation
HP:0030447,dermatology specialist evaluation
HP:0031018,dermatology specialist evaluation
HP:0006851,dermatology specialist evaluation
HP:0025367,dermatology specialist evaluation
HP:0040167,dermatology specialist evaluation
HP:0031287,dermatology specialist evaluation
HP:0005220,dermatology specialist evaluation
HP:0002860,dermatology specialist evaluation
HP:0032228,dermatology specialist evaluation
HP:0032225,dermatology specialist evaluation
HP:0007606,dermatology specialist evaluation
HP:0006755,dermatology specialist evaluation
HP:0012035,dermatology specialist evaluation
HP:0002671,dermatology specialist evaluation
HP:0006751,dermatology specialist evaluation
HP:0030436,dermatology specialist evaluation
HP:0030434,dermatology specialist evaluation
HP:0200022,dermatology specialist evaluation
HP:0007596,dermatology specialist evaluation
HP:0025127,dermatology specialist evaluation
HP:0032215,dermatology specialist evaluation
HP:0200151,dermatology specialist evaluation
HP:0100726,dermatology specialist evaluation
HP:0030428,dermatology specialist evaluation
HP:0031454,dermatology specialist evaluation
HP:0007541,dermatology specialist evaluation
HP:0032301,dermatology specialist evaluation
HP:0001031,dermatology specialist evaluation
HP:0031549,dermatology specialist evaluation
HP:0031548,dermatology specialist evaluation
HP:0012060,dermatology specialist evaluation
HP:0025432,dermatology specialist evaluation
HP:0012846,dermatology specialist evaluation
HP:0040098,dermatology specialist evaluation
HP:0012845,dermatology specialist evaluation
HP:0012844,dermatology specialist evaluation
HP:0012843,dermatology specialist evaluation
HP:0012842,dermatology specialist evaluation
HP:0031405,dermatology specialist evaluation
HP:0006739,dermatology specialist evaluation
HP:0009595,dermatology specialist evaluation
HP:0009593,dermatology specialist evaluation
HP:0012058,dermatology specialist evaluation
HP:0009735,dermatology specialist evaluation
HP:0012059,dermatology specialist evaluation
HP:0012057,dermatology specialist evaluation
HP:0009732,dermatology specialist evaluation
HP:0012056,dermatology specialist evaluation
HP:0007576,dermatology specialist evaluation
HP:0006773,dermatology specialist evaluation
HP:0001067,dermatology specialist evaluation
HP:0030410,dermatology specialist evaluation
HP:0007620,dermatology specialist evaluation
HP:0012740,dermatology specialist evaluation
HP:0200043,dermatology specialist evaluation
HP:0007437,dermatology specialist evaluation
HP:0550004,dermatology specialist evaluation
HP:0031024,dermatology specialist evaluation
HP:0031022,dermatology specialist evaluation
HP:0031021,dermatology specialist evaluation
HP:0012182,dermatology specialist evaluation
HP:0001106,dermatology specialist evaluation
HP:0011123,dermatology specialist evaluation
HP:0012322,dermatology specialist evaluation
HP:0001581,dermatology specialist evaluation
HP:0012282,dermatology specialist evaluation
HP:0032282,dermatology specialist evaluation
HP:0033697,dermatology specialist evaluation
HP:0033696,dermatology specialist evaluation
HP:0033699,dermatology specialist evaluation
HP:0033698,dermatology specialist evaluation
HP:0011127,dermatology specialist evaluation
HP:0031292,dermatology specialist evaluation
HP:0012204,dermatology specialist evaluation
HP:0030845,dermatology specialist evaluation
HP:0100838,dermatology specialist evaluation
HP:0001047,dermatology specialist evaluation
HP:0009789,dermatology specialist evaluation
HP:0040137,dermatology specialist evaluation
HP:0007381,dermatology specialist evaluation
HP:0000976,dermatology specialist evaluation
HP:0033700,dermatology specialist evaluation
HP:0200039,dermatology specialist evaluation
HP:0011132,dermatology specialist evaluation
HP:0001051,dermatology specialist evaluation
HP:0040186,dermatology specialist evaluation
HP:0100847,dermatology specialist evaluation
HP:0001055,dermatology specialist evaluation
HP:0007473,dermatology specialist evaluation
HP:0033120,dermatology specialist evaluation
HP:0005406,dermatology specialist evaluation
HP:0010771,dermatology specialist evaluation
HP:0012219,dermatology specialist evaluation
HP:0034036,dermatology specialist evaluation
HP:0034037,dermatology specialist evaluation
HP:0009710,dermatology specialist evaluation
HP:0001019,dermatology specialist evaluation
HP:0000988,dermatology specialist evaluation
HP:0007569,dermatology specialist evaluation
HP:0001061,dermatology specialist evaluation
HP:0002728,dermatology specialist evaluation
HP:0005411,dermatology specialist evaluation
HP:0040154,dermatology specialist evaluation
HP:0009098,dermatology specialist evaluation
HP:0003765,dermatology specialist evaluation
HP:0031234,dermatology specialist evaluation
HP:0031190,dermatology specialist evaluation
HP:0031191,dermatology specialist evaluation
HP:0031235,dermatology specialist evaluation
HP:0000999,dermatology specialist evaluation
HP:0031236,dermatology specialist evaluation
HP:0025084,dermatology specialist evaluation
HP:0040325,dermatology specialist evaluation
HP:0040324,dermatology specialist evaluation
HP:0007573,dermatology specialist evaluation
HP:4000054,dermatology specialist evaluation
HP:0032022,dermatology specialist evaluation
HP:0033188,dermatology specialist evaluation
HP:0033605,dermatology specialist evaluation
HP:0033564,dermatology specialist evaluation
HP:0020083,dermatology specialist evaluation
HP:0020084,dermatology specialist evaluation
HP:0000964,dermatology specialist evaluation
HP:0025300,dermatology specialist evaluation
HP:0007417,dermatology specialist evaluation
HP:0011370,dermatology specialist evaluation
HP:0011371,dermatology specialist evaluation
HP:0011356,dermatology specialist evaluation
HP:0032541,dermatology specialist evaluation
HP:0009760,dermatology specialist evaluation
HP:0007403,dermatology specialist evaluation
HP:0007455,dermatology specialist evaluation
HP:0033073,dermatology specialist evaluation
HP:0009759,dermatology specialist evaluation
HP:0009757,dermatology specialist evaluation
HP:0009756,dermatology specialist evaluation
HP:0007556,dermatology specialist evaluation
HP:0001060,dermatology specialist evaluation
HP:0001869,dermatology specialist evaluation
HP:0033005,dermatology specialist evaluation
HP:0001059,dermatology specialist evaluation
HP:0025537,dermatology specialist evaluation
HP:0001212,dermatology specialist evaluation
HP:0010506,dermatology specialist evaluation
HP:0011303,dermatology specialist evaluation
HP:0001040,dermatology specialist evaluation
HP:0200028,dermatology specialist evaluation
HP:0007477,dermatology specialist evaluation
HP:0011298,dermatology specialist evaluation
HP:0008113,dermatology specialist evaluation
HP:0010541,dermatology specialist evaluation
HP:0004681,dermatology specialist evaluation
HP:0100872,dermatology specialist evaluation
HP:0100870,dermatology specialist evaluation
HP:0008107,dermatology specialist evaluation
HP:0025276,dermatology specialist evaluation
HP:0000975,dermatology specialist evaluation
HP:0000966,dermatology specialist evaluation
HP:0034012,dermatology specialist evaluation
HP:0000970,dermatology specialist evaluation
HP:0007451,dermatology specialist evaluation
HP:0025278,dermatology specialist evaluation
HP:0025277,dermatology specialist evaluation
HP:0007459,dermatology specialist evaluation
HP:0007550,dermatology specialist evaluation
HP:0001069,dermatology specialist evaluation
HP:0007480,dermatology specialist evaluation
HP:0025272,dermatology specialist evaluation
HP:0001595,dermatology specialist evaluation
HP:0004524,dermatology specialist evaluation
HP:0004529,dermatology specialist evaluation
HP:0004528,dermatology specialist evaluation
HP:0004527,dermatology specialist evaluation
HP:0008070,dermatology specialist evaluation
HP:0011335,dermatology specialist evaluation
HP:0005599,dermatology specialist evaluation
HP:0005597,dermatology specialist evaluation
HP:0007534,dermatology specialist evaluation
HP:0025470,dermatology specialist evaluation
HP:0040170,dermatology specialist evaluation
HP:0001596,dermatology specialist evaluation
HP:0000294,dermatology specialist evaluation
HP:0002232,dermatology specialist evaluation
HP:0025469,dermatology specialist evaluation
HP:0032497,dermatology specialist evaluation
HP:0032496,dermatology specialist evaluation
HP:0032495,dermatology specialist evaluation
HP:0040169,dermatology specialist evaluation
HP:0007418,dermatology specialist evaluation
HP:0002234,dermatology specialist evaluation
HP:0002236,dermatology specialist evaluation
HP:0002231,dermatology specialist evaluation
HP:0002230,dermatology specialist evaluation
HP:0009890,dermatology specialist evaluation
HP:0002552,dermatology specialist evaluation
HP:0002225,dermatology specialist evaluation
HP:0002224,dermatology specialist evaluation
HP:0002220,dermatology specialist evaluation
HP:0009889,dermatology specialist evaluation
HP:0009888,dermatology specialist evaluation
HP:0009887,dermatology specialist evaluation
HP:0009554,dermatology specialist evaluation
HP:0009553,dermatology specialist evaluation
HP:0040149,dermatology specialist evaluation
HP:0031283,dermatology specialist evaluation
HP:0002219,dermatology specialist evaluation
HP:0002218,dermatology specialist evaluation
HP:0002217,dermatology specialist evaluation
HP:0002216,dermatology specialist evaluation
HP:0002215,dermatology specialist evaluation
HP:0002213,dermatology specialist evaluation
HP:0002212,dermatology specialist evaluation
HP:0002211,dermatology specialist evaluation
HP:0001022,dermatology specialist evaluation
HP:0000599,dermatology specialist evaluation
HP:0500262,dermatology specialist evaluation
HP:0002208,dermatology specialist evaluation
HP:0002209,dermatology specialist evaluation
HP:0005325,dermatology specialist evaluation
HP:0100038,dermatology specialist evaluation
HP:0100037,dermatology specialist evaluation
HP:0001007,dermatology specialist evaluation
HP:0002297,dermatology specialist evaluation
HP:0009747,dermatology specialist evaluation
HP:0002296,dermatology specialist evaluation
HP:0002299,dermatology specialist evaluation
HP:0012891,dermatology specialist evaluation
HP:0004780,dermatology specialist evaluation
HP:0002293,dermatology specialist evaluation
HP:0002292,dermatology specialist evaluation
HP:0002290,dermatology specialist evaluation
HP:0100134,dermatology specialist evaluation
HP:0100133,dermatology specialist evaluation
HP:0007464,dermatology specialist evaluation
HP:0002286,dermatology specialist evaluation
HP:0002287,dermatology specialist evaluation
HP:0002289,dermatology specialist evaluation
HP:0004779,dermatology specialist evaluation
HP:0004771,dermatology specialist evaluation
HP:0000349,dermatology specialist evaluation
HP:0004554,dermatology specialist evaluation
HP:0011362,dermatology specialist evaluation
HP:0011363,dermatology specialist evaluation
HP:0011364,dermatology specialist evaluation
HP:0011365,dermatology specialist evaluation
HP:0034042,dermatology specialist evaluation
HP:0011914,dermatology specialist evaluation
HP:0011913,dermatology specialist evaluation
HP:0030056,dermatology specialist evaluation
HP:0011360,dermatology specialist evaluation
HP:0011361,dermatology specialist evaluation
HP:0010721,dermatology specialist evaluation
HP:0010720,dermatology specialist evaluation
HP:0000998,dermatology specialist evaluation
HP:0004768,dermatology specialist evaluation
HP:0011359,dermatology specialist evaluation
HP:0011358,dermatology specialist evaluation
HP:0010719,dermatology specialist evaluation
HP:0004540,dermatology specialist evaluation
HP:0032313,dermatology specialist evaluation
HP:0002162,dermatology specialist evaluation
HP:0009937,dermatology specialist evaluation
HP:0100874,dermatology specialist evaluation
HP:0004535,dermatology specialist evaluation
HP:0004532,dermatology specialist evaluation
HP:0010814,dermatology specialist evaluation
HP:0010813,dermatology specialist evaluation
HP:0030141,dermatology specialist evaluation
HP:0010783,dermatology specialist evaluation
HP:0033622,dermatology specialist evaluation
HP:0033194,dermatology specialist evaluation
HP:0025493,dermatology specialist evaluation
HP:0033195,dermatology specialist evaluation
HP:0031180,dermatology specialist evaluation
HP:0031181,dermatology specialist evaluation
HP:0001041,dermatology specialist evaluation
HP:0040323,dermatology specialist evaluation
HP:0025535,dermatology specialist evaluation
HP:0025536,dermatology specialist evaluation
HP:0100585,dermatology specialist evaluation
HP:0005598,dermatology specialist evaluation
HP:0007380,dermatology specialist evaluation
HP:0012522,dermatology specialist evaluation
HP:0025555,dermatology specialist evaluation
HP:0006107,dermatology specialist evaluation
HP:0007621,dermatology specialist evaluation
HP:0007586,dermatology specialist evaluation
HP:0007421,dermatology specialist evaluation
HP:0100579,dermatology specialist evaluation
HP:0100725,dermatology specialist evaluation
HP:0011354,dermatology specialist evaluation
HP:0011276,dermatology specialist evaluation
HP:0007537,dermatology specialist evaluation
HP:0011137,dermatology specialist evaluation
HP:0200029,dermatology specialist evaluation
HP:0007482,dermatology specialist evaluation
HP:0009003,dermatology specialist evaluation
HP:0007489,dermatology specialist evaluation
HP:0200030,dermatology specialist evaluation
HP:0000992,dermatology specialist evaluation
HP:0007495,dermatology specialist evaluation
HP:0001030,dermatology specialist evaluation
HP:0001033,dermatology specialist evaluation
HP:0033370,dermatology specialist evaluation
HP:0001038,dermatology specialist evaluation
HP:0008509,dermatology specialist evaluation
HP:0007607,dermatology specialist evaluation
HP:0007552,dermatology specialist evaluation
HP:0007414,dermatology specialist evaluation
HP:0200048,dermatology specialist evaluation
HP:0001043,dermatology specialist evaluation
HP:0007618,dermatology specialist evaluation
HP:0007428,dermatology specialist evaluation
HP:0033832,dermatology specialist evaluation
HP:0001050,dermatology specialist evaluation
HP:0001058,dermatology specialist evaluation
HP:0100665,dermatology specialist evaluation
HP:0030168,dermatology specialist evaluation
HP:0033505,dermatology specialist evaluation
HP:0009762,dermatology specialist evaluation
HP:0034409,dermatology specialist evaluation
HP:0034408,dermatology specialist evaluation
HP:0007436,dermatology specialist evaluation
HP:0032556,dermatology specialist evaluation
HP:0001063,dermatology specialist evaluation
HP:0033260,dermatology specialist evaluation
HP:0034410,dermatology specialist evaluation
HP:0034411,dermatology specialist evaluation
HP:0100678,dermatology specialist evaluation
HP:0007583,dermatology specialist evaluation
HP:0007585,dermatology specialist evaluation
HP:0007394,dermatology specialist evaluation
HP:0000228,dermatology specialist evaluation
HP:0007396,dermatology specialist evaluation
HP:0001071,dermatology specialist evaluation
HP:0034030,dermatology specialist evaluation
HP:0034031,dermatology specialist evaluation
HP:0034032,dermatology specialist evaluation
HP:0034033,dermatology specialist evaluation
HP:0034034,dermatology specialist evaluation
HP:0032379,dermatology specialist evaluation
HP:0007457,dermatology specialist evaluation
HP:0031284,dermatology specialist evaluation
HP:0032381,dermatology specialist evaluation
HP:0005328,dermatology specialist evaluation
HP:0000434,dermatology specialist evaluation
HP:0000961,dermatology specialist evaluation
HP:0000965,dermatology specialist evaluation
HP:0000968,dermatology specialist evaluation
HP:0001001,dermatology specialist evaluation
HP:0001005,dermatology specialist evaluation
HP:0001009,dermatology specialist evaluation
HP:0007525,dermatology specialist evaluation
HP:0007529,dermatology specialist evaluation
HP:0007476,dermatology specialist evaluation
HP:0001014,dermatology specialist evaluation
HP:0001015,dermatology specialist evaluation
HP:0001000,dermatology specialist evaluation
HP:0033190,dermatology specialist evaluation
HP:0011125,dermatology specialist evaluation
HP:0007623,dermatology specialist evaluation
HP:0009123,dermatology specialist evaluation
HP:0005587,dermatology specialist evaluation
HP:0010802,dermatology specialist evaluation
HP:0005586,dermatology specialist evaluation
HP:0005585,dermatology specialist evaluation
HP:0007513,dermatology specialist evaluation
HP:0007511,dermatology specialist evaluation
HP:0007406,dermatology specialist evaluation
HP:0007402,dermatology specialist evaluation
HP:0007400,dermatology specialist evaluation
HP:0007456,dermatology specialist evaluation
HP:0001070,dermatology specialist evaluation
HP:0007617,dermatology specialist evaluation
HP:0007450,dermatology specialist evaluation
HP:0040007,dermatology specialist evaluation
HP:0007509,dermatology specialist evaluation
HP:0007610,dermatology specialist evaluation
HP:0007505,dermatology specialist evaluation
HP:0001010,dermatology specialist evaluation
HP:0007554,dermatology specialist evaluation
HP:0034517,dermatology specialist evaluation
HP:0007443,dermatology specialist evaluation
HP:0007440,dermatology specialist evaluation
HP:0007603,dermatology specialist evaluation
HP:0200098,dermatology specialist evaluation
HP:0000953,dermatology specialist evaluation
HP:0001008,dermatology specialist evaluation
HP:0007384,dermatology specialist evaluation
HP:0007546,dermatology specialist evaluation
HP:0007544,dermatology specialist evaluation
HP:0007542,dermatology specialist evaluation
HP:0007438,dermatology specialist evaluation
HP:0007599,dermatology specialist evaluation
HP:0007483,dermatology specialist evaluation
HP:0007535,dermatology specialist evaluation
HP:0012320,dermatology specialist evaluation
HP:0001045,dermatology specialist evaluation
HP:0007427,dermatology specialist evaluation
HP:0005336,dermatology specialist evaluation
HP:0005602,dermatology specialist evaluation
HP:0007588,dermatology specialist evaluation
HP:0007587,dermatology specialist evaluation
HP:0007581,dermatology specialist evaluation
HP:0012319,dermatology specialist evaluation
HP:0007471,dermatology specialist evaluation
HP:0005592,dermatology specialist evaluation
HP:0007521,dermatology specialist evaluation
HP:0007574,dermatology specialist evaluation
HP:0200015,dermatology specialist evaluation
HP:0007572,dermatology specialist evaluation
HP:0011830,dermatology specialist evaluation
HP:0034418,dermatology specialist evaluation
HP:0034417,dermatology specialist evaluation
HP:0000230,dermatology specialist evaluation
HP:0034518,dermatology specialist evaluation
HP:0200097,dermatology specialist evaluation
HP:0031453,dermatology specialist evaluation
HP:0012292,dermatology specialist evaluation
HP:0032154,dermatology specialist evaluation
HP:0030816,dermatology specialist evaluation
HP:0030690,dermatology specialist evaluation
HP:0031446,dermatology specialist evaluation
HP:0031445,dermatology specialist evaluation
HP:0010285,dermatology specialist evaluation
HP:0010284,dermatology specialist evaluation
HP:0010280,dermatology specialist evaluation
HP:0000212,dermatology specialist evaluation
HP:0032452,dermatology specialist evaluation
HP:0032451,dermatology specialist evaluation
HP:0011107,dermatology specialist evaluation
HP:0033026,dermatology specialist evaluation
HP:0030249,dermatology specialist evaluation
HP:0100669,dermatology specialist evaluation
HP:0012788,dermatology specialist evaluation
HP:0001072,dermatology specialist evaluation
HP:0007559,dermatology specialist evaluation
HP:0012344,dermatology specialist evaluation
HP:0200044,dermatology specialist evaluation
HP:0031291,dermatology specialist evaluation
HP:0007479,dermatology specialist evaluation
HP:0000956,dermatology specialist evaluation
HP:0007475,dermatology specialist evaluation
HP:0008064,dermatology specialist evaluation
HP:0011368,dermatology specialist evaluation
HP:0007439,dermatology specialist evaluation
HP:0007503,dermatology specialist evaluation
HP:0007431,dermatology specialist evaluation
HP:0550003,dermatology specialist evaluation
HP:0007395,dermatology specialist evaluation
HP:0040162,dermatology specialist evaluation
HP:0011838,dermatology specialist evaluation
HP:0100324,dermatology specialist evaluation
HP:0100699,dermatology specialist evaluation
HP:0000559,dermatology specialist evaluation
HP:0001965,dermatology specialist evaluation
HP:0000971,dermatology specialist evaluation
HP:0000958,dermatology specialist evaluation
HP:0000951,dermatology specialist evaluation
HP:0008066,dermatology specialist evaluation
HP:0031464,dermatology specialist evaluation
HP:0012221,dermatology specialist evaluation
HP:0031045,dermatology specialist evaluation
HP:0033800,dermatology specialist evaluation
HP:0025532,dermatology specialist evaluation
HP:0025531,dermatology specialist evaluation
HP:0011138,dermatology specialist evaluation
HP:0011122,dermatology specialist evaluation
HP:0030331,dermatology specialist evaluation
HP:0011121,dermatology specialist evaluation
HP:0032178,dermatology specialist evaluation
HP:0030053,dermatology specialist evaluation
HP:0030764,dermatology specialist evaluation
HP:0007453,dermatology specialist evaluation
HP:0032674,dermatology specialist evaluation
HP:0032675,dermatology specialist evaluation
HP:0032676,dermatology specialist evaluation
HP:0031512,dermatology specialist evaluation
HP:0031513,dermatology specialist evaluation
HP:0031519,dermatology specialist evaluation
HP:0010648,dermatology specialist evaluation
HP:0032152,dermatology specialist evaluation
HP:0032007,dermatology specialist evaluation
HP:0031286,dermatology specialist evaluation
HP:0034572,dermatology specialist evaluation
HP:0003764,dermatology specialist evaluation
HP:0034587,dermatology specialist evaluation
HP:0000962,dermatology specialist evaluation
HP:0034521,dermatology specialist evaluation
HP:0100763,internal medicine specialist evaluation
HP:0025323,cardiologist evaluation
HP:0002634,cardiologist evaluation
HP:0004416,cardiologist evaluation
HP:0007201,cardiologist evaluation
HP:0004333,cardiologist evaluation
HP:0003640,cardiologist evaluation
HP:0002621,cardiologist evaluation
HP:0003609,cardiologist evaluation
HP:0005177,cardiologist evaluation
HP:0004931,cardiologist evaluation
HP:0012397,cardiologist evaluation
HP:0001677,cardiologist evaluation
HP:0031012,cardiologist evaluation
HP:0031011,cardiologist evaluation
HP:0012436,cardiologist evaluation
HP:0031683,cardiologist evaluation
HP:0031682,cardiologist evaluation
HP:0031681,cardiologist evaluation
HP:0031680,cardiologist evaluation
HP:0003651,cardiologist evaluation
HP:0002635,cardiologist evaluation
HP:0004943,cardiologist evaluation
HP:0032582,cardiologist evaluation
HP:0034029,cardiologist evaluation
HP:0005181,cardiologist evaluation
HP:0004761,cardiologist evaluation
HP:0031679,cardiologist evaluation
HP:0031678,cardiologist evaluation
HP:0025496,cardiologist evaluation
HP:0012173,cardiologist evaluation
HP:0025443,cardiologist evaluation
HP:0030970,cardiologist evaluation
HP:0001637,cardiologist evaluation
HP:0030956,cardiologist evaluation
HP:0030964,cardiologist evaluation
HP:0030962,cardiologist evaluation
HP:0030969,cardiologist evaluation
HP:0100584,cardiologist evaluation
HP:0025018,cardiologist evaluation
HP:0025015,cardiologist evaluation
HP:0001962,cardiologist evaluation
HP:0001697,cardiologist evaluation
HP:0001648,cardiologist evaluation
HP:0033678,cardiologist evaluation
HP:0001658,cardiologist evaluation
HP:0001626,cardiologist evaluation
HP:0001635,cardiologist evaluation
HP:0001722,cardiologist evaluation
HP:0009805,cardiologist evaluation
HP:0001701,cardiologist evaluation
HP:0012091,endocrinologist evaluation
HP:0005236,endocrinologist evaluation
HP:0006280,endocrinologist evaluation
HP:0006476,endocrinologist evaluation
HP:4000061,endocrinologist evaluation
HP:0031224,endocrinologist evaluation
HP:0031223,endocrinologist evaluation
HP:0001733,endocrinologist evaluation
HP:0001738,endocrinologist evaluation
HP:0012093,endocrinologist evaluation
HP:0012092,endocrinologist evaluation
HP:0001735,endocrinologist evaluation
HP:0100027,endocrinologist evaluation
HP:0006279,endocrinologist evaluation
HP:0006274,endocrinologist evaluation
HP:0004510,endocrinologist evaluation
HP:0012090,endocrinologist evaluation
HP:0002926,endocrinologist evaluation
HP:0000823,endocrinologist evaluation
HP:0025515,endocrinologist evaluation
HP:0025453,endocrinologist evaluation
HP:0002717,endocrinologist evaluation
HP:0000819,endocrinologist evaluation
HP:0004904,endocrinologist evaluation
HP:0000831,endocrinologist evaluation
HP:0005978,endocrinologist evaluation
HP:0100651,endocrinologist evaluation
HP:0000877,endocrinologist evaluation
HP:0008205,endocrinologist evaluation
HP:0008255,endocrinologist evaluation
HP:0009800,endocrinologist evaluation
HP:0000857,endocrinologist evaluation
HP:0011014,endocrinologist evaluation
HP:0003074,endocrinologist evaluation
HP:0040270,endocrinologist evaluation
HP:0011998,endocrinologist evaluation
HP:0011015,endocrinologist evaluation
HP:0000855,endocrinologist evaluation
HP:0008189,endocrinologist evaluation
HP:0031883,endocrinologist evaluation
HP:0004924,endocrinologist evaluation
HP:0001952,endocrinologist evaluation
HP:0025691,endocrinologist evaluation
HP:0005959,endocrinologist evaluation
HP:0003456,endocrinologist evaluation
HP:0100646,endocrinologist evaluation
HP:0000872,endocrinologist evaluation
HP:0100647,endocrinologist evaluation
HP:0000847,endocrinologist evaluation
HP:0000846,endocrinologist evaluation
HP:0008373,endocrinologist evaluation
HP:0008647,endocrinologist evaluation
HP:0008187,endocrinologist evaluation
HP:0010465,endocrinologist evaluation
HP:0100000,endocrinologist evaluation
HP:0008185,endocrinologist evaluation
HP:0008226,endocrinologist evaluation
HP:0002929,endocrinologist evaluation
HP:0012412,endocrinologist evaluation
HP:0012411,endocrinologist evaluation
HP:0000840,endocrinologist evaluation
HP:0008197,endocrinologist evaluation
HP:0000826,endocrinologist evaluation
HP:0010314,endocrinologist evaluation
HP:0008193,endocrinologist evaluation
HP:0008236,endocrinologist evaluation
HP:0000818,endocrinologist evaluation
HP:0000828,endocrinologist evaluation
HP:0000820,endocrinologist evaluation
HP:0033075,endocrinologist evaluation
HP:0012244,endocrinologist evaluation
HP:0012245,endocrinologist evaluation
HP:0005616,endocrinologist evaluation
HP:0002805,endocrinologist evaluation
HP:0200001,endocrinologist evaluation
HP:0012503,endocrinologist evaluation
HP:0000133,endocrinologist evaluation
HP:0008723,endocrinologist evaluation
HP:0008668,endocrinologist evaluation
HP:0031071,endocrinologist evaluation
HP:0031072,endocrinologist evaluation
HP:0033795,endocrinologist evaluation
HP:0031218,endocrinologist evaluation
HP:0011767,endocrinologist evaluation
HP:0011772,endocrinologist evaluation
HP:0100030,endocrinologist evaluation
HP:0010518,endocrinologist evaluation
HP:0100029,endocrinologist evaluation
HP:0100028,endocrinologist evaluation
HP:0008225,endocrinologist evaluation
HP:0008249,endocrinologist evaluation
HP:0008188,endocrinologist evaluation
HP:0011751,endocrinologist evaluation
HP:0011747,endocrinologist evaluation
HP:0011737,endocrinologist evaluation
HP:0011738,endocrinologist evaluation
HP:0011733,endocrinologist evaluation
HP:0011735,endocrinologist evaluation
